ore_ont_9805.owl,true
ore_ont_11949.owl,true
ore_ont_8662.owl,true
ore_ont_15971.owl,true
ore_ont_8937.owl,true
ore_ont_580.owl,true
ore_ont_9509.owl,true
ore_ont_7839.owl,true
ore_ont_10309.owl,true
ore_ont_13503.owl,true
ore_ont_480.owl,true
ore_ont_14746.owl,true
ore_ont_15331.owl,true
ore_ont_1420.owl,true
ore_ont_1526.owl,true
ore_ont_4856.owl,true
ore_ont_2485.owl,true
ore_ont_5107.owl,true
ore_ont_7639.owl,true
ore_ont_13429.owl,true
ore_ont_9854.owl,true
ore_ont_15167.owl,true
ore_ont_13306.owl,true
ore_ont_5292.owl,true
ore_ont_5255.owl,true
ore_ont_8667.owl,true
ore_ont_8974.owl,true
ore_ont_3330.owl,true
ore_ont_15399.owl,true
ore_ont_1967.owl,true
ore_ont_5852.owl,true
ore_ont_10174.owl,true
ore_ont_13392.owl,true
ore_ont_3671.owl,true
ore_ont_3909.owl,true
ore_ont_2036.owl,true
ore_ont_508.owl,true
ore_ont_9867.owl,true
ore_ont_16351.owl,true
ore_ont_12957.owl,true
ore_ont_15318.owl,true
ore_ont_16850.owl,true
ore_ont_4106.owl,true
ore_ont_2038.owl,true
ore_ont_3842.owl,true
ore_ont_9709.owl,true
ore_ont_13204.owl,true
ore_ont_10321.owl,true
ore_ont_12360.owl,true
ore_ont_5646.owl,true
ore_ont_13277.owl,true
ore_ont_3341.owl,true
ore_ont_8169.owl,true
ore_ont_14931.owl,true
ore_ont_6461.owl,true
ore_ont_10019.owl,true
ore_ont_14128.owl,true
ore_ont_8128.owl,true
ore_ont_15667.owl,true
ore_ont_4855.owl,true
ore_ont_7482.owl,true
ore_ont_16076.owl,true
ore_ont_7270.owl,true
ore_ont_14328.owl,true
ore_ont_16461.owl,true
ore_ont_15800.owl,true
ore_ont_9635.owl,true
ore_ont_13018.owl,true
ore_ont_16167.owl,true
ore_ont_11834.owl,true
ore_ont_9422.owl,true
ore_ont_1222.owl,true
ore_ont_13643.owl,true
ore_ont_15210.owl,true
ore_ont_11357.owl,true
ore_ont_13483.owl,true
ore_ont_8047.owl,true
ore_ont_9994.owl,true
ore_ont_1618.owl,true
ore_ont_7464.owl,true
ore_ont_6735.owl,true
ore_ont_10176.owl,true
ore_ont_15229.owl,true
ore_ont_12101.owl,true
ore_ont_14486.owl,true
ore_ont_8094.owl,true
ore_ont_714.owl,true
ore_ont_10264.owl,true
ore_ont_13737.owl,true
ore_ont_5696.owl,true
ore_ont_3806.owl,true
ore_ont_3504.owl,true
ore_ont_2652.owl,true
ore_ont_2654.owl,true
ore_ont_3250.owl,true
ore_ont_8335.owl,true
ore_ont_2775.owl,true
ore_ont_3082.owl,true
ore_ont_9031.owl,true
ore_ont_8665.owl,true
ore_ont_16827.owl,true
ore_ont_11380.owl,true
ore_ont_13759.owl,true
ore_ont_2012.owl,true
ore_ont_7517.owl,true
ore_ont_13530.owl,true
ore_ont_10413.owl,true
ore_ont_4724.owl,true
ore_ont_4223.owl,true
ore_ont_12906.owl,true
ore_ont_14588.owl,true
ore_ont_15993.owl,true
ore_ont_3463.owl,true
ore_ont_5303.owl,true
ore_ont_12118.owl,true
ore_ont_11895.owl,true
ore_ont_14412.owl,true
ore_ont_5090.owl,true
ore_ont_10536.owl,true
ore_ont_7969.owl,true
ore_ont_2876.owl,true
ore_ont_1524.owl,true
ore_ont_2697.owl,true
ore_ont_15145.owl,true
ore_ont_11866.owl,true
ore_ont_3775.owl,true
ore_ont_9462.owl,true
ore_ont_8666.owl,true
ore_ont_7962.owl,true
ore_ont_1997.owl,true
ore_ont_4897.owl,true
ore_ont_11133.owl,true
ore_ont_15160.owl,true
ore_ont_15421.owl,true
ore_ont_1746.owl,true
ore_ont_14926.owl,true
ore_ont_15576.owl,true
ore_ont_10407.owl,true
ore_ont_9941.owl,true
ore_ont_1662.owl,true
ore_ont_14273.owl,true
ore_ont_11522.owl,true
ore_ont_10823.owl,true
ore_ont_13524.owl,true
ore_ont_420.owl,true
ore_ont_7417.owl,true
ore_ont_12653.owl,true
ore_ont_14831.owl,true
ore_ont_16594.owl,true
ore_ont_3592.owl,true
ore_ont_8226.owl,true
ore_ont_6485.owl,true
ore_ont_8806.owl,true
ore_ont_5742.owl,true
ore_ont_6812.owl,true
ore_ont_6207.owl,true
ore_ont_9736.owl,true
ore_ont_5089.owl,true
ore_ont_6333.owl,true
ore_ont_14826.owl,true
ore_ont_2837.owl,true
ore_ont_6855.owl,true
ore_ont_10088.owl,true
ore_ont_3639.owl,true
ore_ont_11497.owl,true
ore_ont_385.owl,true
ore_ont_11676.owl,true
ore_ont_11291.owl,true
ore_ont_15461.owl,true
ore_ont_12584.owl,true
ore_ont_3936.owl,true
ore_ont_5258.owl,true
ore_ont_3260.owl,true
ore_ont_2557.owl,true
ore_ont_258.owl,true
